id,name,group,primary_type,additional_type(s)
720575940600433181,AMMC.80,AMMC,JO-B,
720575940600646173,AMMC.SAD.20,AMMC.SAD,JO-mz,
720575940602120928,AVLP.1350,AVLP,CB1783,AVLP_pr36
720575940602132509,SAD.209,SAD,JO-EVM,
720575940602309600,GNG.4231,GNG,,
720575940602313952,GNG.3022,GNG,CB1937,
720575940602337504,AVLP.1498,AVLP,AN_AVLP_41,
720575940602353632,GNG.2718,GNG,LB1a,
720575940602380768,AMMC.18,AMMC,CB1538,
720575940602382304,GNG.1544,GNG,AN_GNG_SAD_13,
720575940602415584,WED.141,WED,WED031,
720575940602430944,GNG.IPS.99,GNG.IPS,AN_IPS_WED_1,
720575940602444512,GNG.3021,GNG,AN_GNG_175,
720575940602483424,LO.AVLP.40,LO.AVLP,LC31b,LC31
720575940602506208,SAD.208,SAD,JO-EVM,
720575940602534112,GNG.3225,GNG,DNge116,
720575940602618848,IPS.242,IPS,CB1881,
720575940602703072,FLA.53,FLA,AN_FLA_GNG_2,
720575940602718432,WED.PVLP.3,WED.PVLP,WED072,
720575940602720940,SAD.532,SAD,JO-CA,
720575940602879404,SAD.AVLP.12,SAD.AVLP,CB1066,
720575940602885344,IPS.LOP.74,IPS.LOP,cLP01,
720575940602891232,AMMC.151,AMMC,CB1638,
720575940602893228,GNG.2942,GNG,AN_IPS_GNG_6,
720575940602914988,AVLP.2078,AVLP,CB2364,AVLP_pr01
720575940602964140,IPS.SPS.91,IPS.SPS,SAD007,
720575940602974688,AVLP.2286,AVLP,CB2377,
720575940603012832,LAL.352,LAL,LAL059,
720575940603029472,GNG.4699,GNG,BM_InOm,
720575940603032748,IPS.PLP.73,IPS.PLP,CB1283,
720575940603077600,LO.PVLP.1313,LO.PVLP,LC12,
720575940603123936,AVLP.1140,AVLP,CB3861,"AVLP551, AVLP552"
720575940603125216,ICL.PVLP.2,ICL.PVLP,WED013,
720575940603152998,PLP.501,PLP,WEDPN6B,WEDPN6C
720575940603167916,LH.AVLP.92,LH.AVLP,AVLP011,"AVLP012, aSP6"
720575940603183840,GNG.4698,GNG,BM_InOm,
720575940603186790,AVLP.1993,AVLP,CB3234,"WED-VLP, aIP5"
720575940603195494,SAD.IPS.13,SAD.IPS,CB3646,B1
720575940603201452,SPS.SAD.5,SPS.SAD,PS202,
720575940603225312,LO.PVLP.185,LO.PVLP,LC17,
720575940603235500,VES.115,VES,CB1122,
720575940603266592,GNG.1894,GNG,LB1b,
720575940603272038,LO.PVLP.1231,LO.PVLP,LC18,
720575940603274272,SIP.LAL.1,SIP.LAL,LAL003,LAL044
720575940603331686,WED.ICL.10,WED.ICL,CL253,AVLP_pr05
720575940603352748,SPS.ICL.29,SPS.ICL,PS097,
720575940603374624,AVLP.2818,AVLP,SA_DLV,
720575940603391404,LO.PVLP.1204,LO.PVLP,LC6,
720575940603402412,LO.PVLP.1312,LO.PVLP,LC12,
720575940603441632,IPS.65,IPS,CB0194,
720575940603452384,LO.PVLP.1519,LO.PVLP,LC16,
720575940603453542,AVLP.2726,AVLP,AN_AVLP_48,
720575940603456288,GNG.3374,GNG,AN_GNG_92,
720575940603460640,AVLP.1252,AVLP,AN_AVLP_2,
720575940603461478,GNG.3111,GNG,,
720575940603479910,GNG.3224,GNG,,
720575940603495340,LO.PLP.218,LO.PLP,LC13,
720575940603507302,PLP.IPS.24,PLP.IPS,CB2710,WEDPN8C
720575940603514141,FLA.PRW.13,FLA.PRW,CB0840,
720575940603516006,AVLP.2807,AVLP,SA_DLV,
720575940603533246,AMMC.3,AMMC,WV-WV-3,
720575940603537766,GNG.3373,GNG,AN_GNG_202,
720575940603538348,LO.PVLP.482,LO.PVLP,LC17,
720575940603545190,GNG.1434,GNG,AN_GNG_47,
720575940603548640,CRE.LAL.63,CRE.LAL,CB1750,
720575940603549152,IPS.164,IPS,LAL132a,LAL132
720575940603552736,LO.PVLP.835,LO.PVLP,LC21,
720575940603565856,PLP.ICL.74,PLP.ICL,PLP188,PLP189
720575940603569836,IPS.GNG.91,IPS.GNG,CB3070,
720575940603574374,AVLP.2788,AVLP,AN_AVLP_53,
720575940603578848,LO.PVLP.86,LO.PVLP,LC11,
720575940603580960,IPS.GNG.118,IPS.GNG,DNpe054,DNp16/17
720575940603591014,SPS.GNG.58,SPS.GNG,DNae004,DNa05
720575940603595366,AVLP.1861,AVLP,AN_AVLP_25,
720575940603596972,PLP.511,PLP,LC44,
720575940603599206,GNG.1364,GNG,AN_GNG_VES_8,
720575940603600230,GNG.4230,GNG,AN_GNG_139,
720575940603609824,AVLP.1835,AVLP,CB2049,
720575940603616800,SAD.WED.60,SAD.WED,CB2558,B1
720575940603620268,AVLP.2163,AVLP,CB2432,
720575940603622828,AVLP.1528,AVLP,CB0955,
720575940603636913,SAD.WED.10,SAD.WED,CB1075,B1-3
720575940603637438,LO.562,LO,LC4,
720575940603663276,GNG.IPS.148,GNG.IPS,CB1229,
720575940603667884,AVLP.1732,AVLP,CB3858,
720575940603672032,LO.PVLP.887,LO.PVLP,LC18,
720575940603673056,AVLP.IB.3,AVLP.IB,IB015,
720575940603676448,VES.PLP.20,VES.PLP,SAD045,SAD046
720575940603683505,AVLP.2162,AVLP,CB2253,AVLP_pr01
720575940603686624,PLP.279,PLP,CB1654,
720575940603692256,AVLP.2548,AVLP,CB2433,AVLP_pr22
720575940603695025,AVLP.1620,AVLP,CB1069,AVLP_pr22
720575940603708350,GNG.3589,GNG,AN_SAD_FLA_1,
720575940603713248,AVLP.2161,AVLP,AVLP550b,AVLP550
720575940603714272,IPS.153,IPS,CB1322,
720575940603719614,AVLP.ICL.259,AVLP.ICL,AVLP541a,AVLP541
720575940603720294,AVLP.1962,AVLP,CB1235,
720575940603722412,AVLP.2160,AVLP,AVLP051,
720575940603727840,PVLP.AVLP.65,PVLP.AVLP,CB0732,PVLP098
720575940603728561,GNG.1705,GNG,BM_Ant,
720575940603730144,WED.PLP.35,WED.PLP,CB1055,
720575940603744992,SLP.1292,SLP,SLP450,
720575940603765937,GNG.2075,GNG,SA_VTV_4,
720575940603766374,PLP.IPS.15,PLP.IPS,CB1980,
720575940603767473,AVLP.2565,AVLP,AN_AVLP_GNG_23,
720575940603786686,IPS.GNG.101,IPS.GNG,DNge117,
720575940603789228,VES.186,VES,AN_multi_54,
720575940603792352,SPS.PLP.9,SPS.PLP,IB044,
720575940603792486,GNG.3223,GNG,AN_GNG_163,
720575940603801056,GNG.1543,GNG,AN_GNG_AMMC_3,
720575940603804350,PLP.AVLP.14,PLP.AVLP,PLP018,
720575940603804704,IPS.WED.50,IPS.WED,CB2081,pIP13
720575940603814060,AVLP.2610,AVLP,AN_AVLP_GNG_23,
720575940603817900,LO.283,LO,LPLC1,
720575940603825120,PVLP.AVLP.146,PVLP.AVLP,PVLP008,
720575940603827633,PVLP.193,PVLP,PVLP008,
720575940603829950,VES.SPS.22,VES.SPS,CB2420,
720575940603856352,AVLP.729,AVLP,,
720575940603874494,IPS.580,IPS,WED161,
720575940603874784,SPS.GNG.40,SPS.GNG,DNpe055,PS167
720575940603875616,PRW.FLA.25,PRW.FLA,CB2921,
720575940603877408,PLP.SMP.85,PLP.SMP,PLP160,
720575940603882174,WED.82,WED,AN_multi_16,
720575940603885856,VES.SPS.19,VES.SPS,CB1418,
720575940603889086,WED.106,WED,CB1754,
720575940603891936,GNG.3372,GNG,CB1469,
720575940603899936,VES.SPS.11,VES.SPS,CB3587,
720575940603903264,AMMC.WED.22,AMMC.WED,CB1622,
720575940603905312,PLP.491,PLP,CB3113,
720575940603909804,LO.PVLP.346,LO.PVLP,LC21,
720575940603917158,AVLP.2758,AVLP,AVLP010,aSP6
720575940603918769,WED.61,WED,CB1029,
720575940603924512,AVLP.ICL.251,AVLP.ICL,AVLP541a,AVLP541
720575940603930046,AMMC.SAD.5,AMMC.SAD,CB1125,aSP18
720575940603942828,PVLP.AVLP.177,PVLP.AVLP,PVLP112a,"PVLP112, pIP7"
720575940603944672,PVLP.LO.99,PVLP.LO,LC9,
720575940603952608,PVLP.26,PVLP,CB0154,PVLP095
720575940603956838,GNG.SPS.56,GNG.SPS,CB1772,
720575940603957694,AVLP.1808,AVLP,CB2432,
720575940603979488,LO.PLP.136,LO.PLP,LC41,
720575940603980256,SMP.FLA.107,SMP.FLA,oviDNb,
720575940603981536,AVLP.SCL.9,AVLP.SCL,AVLP048,
720575940603989420,LO.PVLP.1280,LO.PVLP,LPLC2,
720575940604009952,IPS.25,IPS,PS061,
720575940604014508,SPS.LAL.16,SPS.LAL,PS292,
720575940604016608,LO.523,LO,LPLC1,
720575940604018208,GNG.3371,GNG,LB3,
720575940604021425,CRE.198,CRE,CB2620,
720575940604023724,GNG.2028,GNG,,
720575940604027168,GNG.2941,GNG,LB1a,
720575940604030566,GNG.1704,GNG,CB2353,
720575940604054188,SAD.AMMC.51,SAD.AMMC,JO-B,
720575940604056544,AVLP.SLP.43,AVLP.SLP,AVLP218a,AVLP218
720575940604058540,LO.PVLP.365,LO.PVLP,LC21,
720575940604074854,AVLP.383,AVLP,CB0125,
720575940604079532,IPS.847,IPS,CB2774,
720575940604088288,AVLP.6,AVLP,AVLP016,
720575940604091308,AVLP.GNG.47,AVLP.GNG,AN_GNG_AVLP_1,
720575940604099006,SPS.488,SPS,CB3865,
720575940604100785,PVLP.AVLP.179,PVLP.AVLP,CB2396,
720575940604102880,SMP.993,SMP,SMP461,
720575940604103084,SAD.66,SAD,DNp33,SAD095
720575940604104625,IPS.517,IPS,PS209,
720575940604114604,AVLP.2374,AVLP,CB3011,aIP2
720575940604122982,SAD.420,SAD,JO-EDM,
720575940604125286,LO.PLP.209,LO.PLP,LC13,
720575940604134577,AVLP.2159,AVLP,CB1207,
720575940604139180,PLP.168,PLP,PLP071,
720575940604150560,GNG.863,GNG,CB0444,
720575940604160172,AOTU.298,AOTU,AOTU062,pIP14
720575940604165856,LAL.109,LAL,VES007,
720575940604167712,IPS.376,IPS,CB0327,
720575940604196064,SPS.IPS.89,SPS.IPS,PS034,
720575940604201830,AMMC.SAD.9,AMMC.SAD,WV-WV-3,
720575940604210976,GNG.4697,GNG,BM_InOm,
720575940604211628,GNG.1946,GNG,,
720575940604211744,GNG.4696,GNG,BM_InOm,
720575940604217534,GNG.3588,GNG,BM_InOm,
720575940604222944,ICL.IB.28,ICL.IB,CB1262,
720575940604228454,GNG.IPS.168,GNG.IPS,CB1996,
720575940604229152,LO.AVLP.85,LO.AVLP,LC15,
720575940604236768,GNG.3872,GNG,BM_InOm,
720575940604241510,GNG.2653,GNG,labial_nerve_sensory_descending,
720575940604249824,GNG.4229,GNG,BM_InOm,
720575940604250214,GNG.SPS.38,GNG.SPS,CB1331,
720575940604256102,SCL.ICL.43,SCL.ICL,CL091,
720575940604257638,GNG.4228,GNG,BM_InOm,
720575940604267622,AVLP.ICL.282,AVLP.ICL,AVLP219a,AVLP219
720575940604268134,AVLP.2708,AVLP,CB1466,
720575940604272672,GNG.4227,GNG,BM_InOm,
720575940604273632,GNG.3871,GNG,BM_InOm,
720575940604276652,AVLP.290,AVLP,AN_AVLP_PVLP_5,hb-1197455013
720575940604281120,LO.PVLP.53,LO.PVLP,LC11,
720575940604281888,GNG.3587,GNG,BM_InOm,
720575940604284128,IPS.700,IPS,DNpe009,PS226
720575940604284337,LH.LAL.8,LH.LAL,WEDPN7B,
720575940604285356,AVLP.PVLP.8,AVLP.PVLP,CB3513,
720575940604292710,PLP.ICL.30,PLP.ICL,PLP055,
720575940604324017,LO.PVLP.987,LO.PVLP,LC6,
720575940604330854,AVLP.1272,AVLP,CB1780,
720575940604337696,LO.PVLP.1701,LO.PVLP,LC16,
720575940604340448,GNG.2871,GNG,BM_vOcci_vPoOr,
720575940604341216,LH.AVLP.39,LH.AVLP,LHPV2e1_a,
720575940604364134,AMMC.SAD.3,AMMC.SAD,,
720575940604364222,SAD.IPS.81,SAD.IPS,CB2149,
720575940604367294,GNG.3586,GNG,BM_InOm,
720575940604370604,AVLP.1077,AVLP,PVLP090,
720575940604381886,LO.PVLP.1311,LO.PVLP,LC12,
720575940604396209,SAD.201,SAD,CB1094,
720575940604401342,LO.PVLP.67,LO.PVLP,LC11,
720575940604403628,AL.176,AL,VP5+_l2PN,VP5+VP2_l2PN
720575940604404913,GNG.3870,GNG,BM_InOm,
720575940604412588,AL.PLP.30,AL.PLP,M_lPNm11A,
720575940604414636,AL.188,AL,VP5+_l2PN,VP5+VP2_l2PN
720575940604418988,AL.LH.94,AL.LH,M_spPN5t10,
720575940604418993,SMP.2046,SMP,CB2605,
720575940604425644,GNG.836,GNG,BM_Hau,
720575940604427180,AVLP.664,AVLP,CB3660,
720575940604434092,AVLP.2437,AVLP,CB0340,
720575940604445868,AVLP.1751,AVLP,CB1090,aSP10
720575940604456364,IPS.107,IPS,PS213,
720575940604456876,AVLP.1006,AVLP,CB1989,
720575940604458668,FLA.GNG.1,FLA.GNG,CB0593,
720575940604458720,MB_VL.SMP.12,MB_VL.SMP,CB1618,
720575940604459697,PRW.156,PRW,CB1488,
720575940604470240,GNG.ICL.2,GNG.ICL,CB0626,hb-5813083315
720575940604470956,GNG.568,GNG,DNg63,
720575940604474028,LAL.231,LAL,LAL104,LAL105
720575940604479660,SPS.241,SPS,PLP173,
720575940604481964,IPS.375,IPS,PS193a,PS193
720575940604504748,SAD.IPS.36,SAD.IPS,WED100,
720575940604517809,SAD.323,SAD,CB0958,
720575940604524465,GNG.3370,GNG,BM_InOm,
720575940604531229,AMMC.53,AMMC,JO-B,
720575940604539825,SPS.IPS.110,SPS.IPS,WED102,WED103
720575940604543968,SLP.ICL.24,SLP.ICL,CL269,
720575940604569824,AVLP.15,AVLP,AVLP082,
720575940604589856,AVLP.1731,AVLP,CB1395,
720575940604590048,GNG.2027,GNG,LB3,
720575940604590304,AVLP.1619,AVLP,CB3858,
720575940604601022,LO.PVLP.123,LO.PVLP,LC11,
720575940604607689,AVLP.1807,AVLP,CB3858,
720575940604609504,AVLP.PVLP.60,AVLP.PVLP,CB2433,
720575940604621257,GNG.4695,GNG,,
720575940604624998,PLP.PVLP.6,PLP.PVLP,PVLP113,
720575940604630560,LO.PVLP.55,LO.PVLP,LC11,
720575940604643872,LO.PVLP.749,LO.PVLP,LC18,
720575940604646316,LO.PVLP.716,LO.PVLP,LC15,
720575940604653484,WED.1,WED,CB0466,
720575940604658366,GNG.IPS.138,GNG.IPS,CB1708,
720575940604681830,PVLP.261,PVLP,LC9,
720575940604682976,LH.682,LH,CB0997,
720575940604685513,ICL.139,ICL,CB3263,
720575940604690278,LAL.60,LAL,LAL098,
720575940604693164,SLP.ICL.104,SLP.ICL,,
720575940604705312,GNG.1530,GNG,CB2282,
720575940604706592,AVLP.2694,AVLP,CB2433,
720575940604714528,GNG.3585,GNG,LB1a,
720575940604722278,GNG.SAD.10,GNG.SAD,,
720575940604725606,LO.PVLP.1146,LO.PVLP,LC18,
720575940604727264,GNG.1628,GNG,DNge020,
720575940604729056,GNG.126,GNG,CB0170,
720575940604729312,IPS.GNG.54,IPS.GNG,DNge094,
720575940604731308,GNG.3869,GNG,BM_InOm,
720575940604731838,IPS.LAL.48,IPS.LAL,CB1202,
720575940604732350,AOTU.IPS.6,AOTU.IPS,CB1294,aSP16
720575940604735660,GNG.IPS.14,GNG.IPS,CB0049,
720575940604737708,LAL.IPS.2,LAL.IPS,DNa02,
720575940604745346,IPS.SAD.25,IPS.SAD,CB1145,
720575940604748134,PLP.92,PLP,CL004,
720575940604749758,LO.PVLP.1119,LO.PVLP,LC16,
720575940604753254,AVLP.1497,AVLP,CB1552,
720575940604753437,SAD.353,SAD,JO-CL,
720575940604756000,ICL.SPS.8,ICL.SPS,CL340,
720575940604759910,SCL.SMP.22,SCL.SMP,CL165,
720575940604763326,AVLP.SCL.2,AVLP.SCL,AVLP257,
720575940604763494,GNG.4694,GNG,BM_InOm,
720575940604764862,SMP.960,SMP,CB3312,
720575940604772576,GNG.3020,GNG,CB1233,
720575940604781158,GNG.2344,GNG,JO-F,
720575940604783136,GNG.374,GNG,DNg56,
720575940604791217,PRW.347,PRW,CB1517,
720575940604804030,AVLP.ICL.272,AVLP.ICL,AVLP521,
720575940604805036,SAD.637,SAD,JO-B,
720575940604808736,WED.AMMC.10,WED.AMMC,,
720575940604814526,IPS.147,IPS,WED070,
720575940604820354,GNG.2940,GNG,AN_GNG_168,
720575940604826802,AVLP.SLP.67,AVLP.SLP,AVLP190,AVLP191
720575940604828076,AVLP.ICL.207,AVLP.ICL,CB1017,
720575940604834494,LO.PVLP.364,LO.PVLP,LC17,
720575940604837041,AVLP.2122,AVLP,CB1447,
720575940604838432,AVLP.2813,AVLP,AVLP011,"AVLP012, aSP6"
720575940604839200,AMMC.5,AMMC,CB1078,"B1-2, aPN1"
720575940604843436,SPS.211,SPS,CL128a,CL128
720575940604843710,AVLP.2158,AVLP,AN_AVLP_GNG_20,
720575940604852146,GNG.2799,GNG,,
720575940604852326,AVLP.2157,AVLP,AVLP234b,AVLP234
720575940604865312,GNG.AVLP.21,GNG.AVLP,AN_AVLP_GNG_9,
720575940604866750,PLP.303,PLP,CB1983,
720575940604870577,LAL.55,LAL,LAL156b,LAL156
720575940604874208,LH.PLP.7,LH.PLP,LHPV2i2b,LHPV2i2
720575940604879025,SAD.AMMC.67,SAD.AMMC,JO-E,
720575940604891360,GNG.553,GNG,AN_GNG_PRW_3,
720575940604893361,SMP.1797,SMP,CB0351,
720575940604901310,GNG.SAD.49,GNG.SAD,JO-F,
720575940604903298,LO.PVLP.317,LO.PVLP,LC17,
720575940604906016,PLP.163,PLP,PLP150b,PLP150
720575940604907710,LO.PVLP.950,LO.PVLP,LC15,
720575940604912770,GNG.2403,GNG,AN_GNG_92,
720575940604914353,AVLP.753,AVLP,CB1678,
720575940604921446,LH.SLP.33,LH.SLP,LHAD1j1,
720575940604922982,PVLP.LO.107,PVLP.LO,LC9,
720575940604926082,GNG.3868,GNG,SA_DMT_DMetaN_10,
720575940604930481,GNG.1333,GNG,DNge019,
720575940604930918,AVLP.382,AVLP,,
720575940604938156,AVLP.124,AVLP,AVLP160,
720575940604938342,AVLP.1203,AVLP,CB2248,
720575940604941234,LH.SCL.13,LH.SCL,CB2828,LHPV2c1
720575940604946865,PLP.SPS.37,PLP.SPS,CB0654,hb-1283392486
720575940604954289,PVLP.33,PVLP,DNp04,
720575940604970430,AVLP.2103,AVLP,CB3122,
720575940604972209,GNG.3867,GNG,BM_InOm,
720575940604976318,AMMC.213,AMMC,JO-E,
720575940604982450,AVLP.2142,AVLP,CB2858,aIP2
720575940604984678,SAD.236,SAD,CB1094,
720575940604988332,AMMC.318,AMMC,JO-B,
720575940604991409,GNG.3866,GNG,BM_InOm,
720575940604994336,PLP.AVLP.34,PLP.AVLP,,
720575940604999614,AVLP.284,AVLP,CB3708,
720575940605007136,AVLP.915,AVLP,CB1724,
720575940605007550,LO.PVLP.655,LO.PVLP,LC15,
720575940605009097,SPS.GNG.56,SPS.GNG,DNpe004,
720575940605010609,LO.PVLP.715,LO.PVLP,LC17,
720575940605013420,LH.SLP.1053,LH.SLP,aSP-f1A,"aSP-f1B, aSP-f2, aSP5"
720575940605016777,LO.PVLP.1664,LO.PVLP,LC12,
720575940605019057,PVLP.AVLP.199,PVLP.AVLP,,
720575940605020337,PVLP.LO.146,PVLP.LO,LC9,
720575940605023008,PLP.176,PLP,CB1412,
720575940605024386,LO.AVLP.132,LO.AVLP,LC31a,LC31
720575940605027529,SLP.803,SLP,SLP275,
720575940605028017,VES.SCL.4,VES.SCL,AVLP446,
720575940605029036,LH.PLP.2,LH.PLP,LHAV2d1,
720575940605030316,SLP.61,SLP,DSKMP3,
720575940605040300,SLP.496,SLP,LHAD1f4b,"LHAD1f4, pSP3"
720575940605041324,SLP.1291,SLP,aSP-f4,
720575940605041330,SPS.GNG.65,SPS.GNG,DNp16,
720575940605068390,FLA.35,FLA,CB0959,
720575940605074278,AVLP.589,AVLP,CB3652,
720575940605075116,GNG.3369,GNG,AN_GNG_82,
720575940605076401,LAL.201,LAL,AN_IPS_LAL_1,
720575940605080422,AVLP.ICL.291,AVLP.ICL,AVLP182,
720575940605080608,SLP.54,SLP,SLP061,
720575940605093310,PLP.387,PLP,PLP103a,PLP103
720575940605095346,AVLP.SAD.5,AVLP.SAD,WV-WV-2,
720575940605100320,AVLP.2474,AVLP,AVLP055,
720575940605102526,AVLP.769,AVLP,CB2181,
720575940605107121,IPS.296,IPS,CB1881,
720575940605114754,AVLP.462,AVLP,AVLP451a,"AVLP451, AVLP/PVLP_pr01"
720575940605115337,SCL.SLP.14,SCL.SLP,CB0029,
720575940605118054,GNG.IPS.40,GNG.IPS,CB1845,
720575940605118142,AVLP.1251,AVLP,CB1605,
720575940605119776,GNG.430,GNG,AN_GNG_SAD_2,
720575940605125152,PVLP.AVLP.194,PVLP.AVLP,,
720575940605137538,AVLP.2806,AVLP,CB1762,aIP2
720575940605154336,AVLP.1322,AVLP,AVLP380b,AVLP380
720575940605154988,GNG.542,GNG,AN_GNG_40,
720575940605158572,GNG.1137,GNG,AN_GNG_PRW_4,
720575940605161388,GNG.1752,GNG,,
720575940605162924,GNG.932,GNG,DNpe030,
720575940605173705,LO.PVLP.469,LO.PVLP,LC17,
720575940605173792,FLA.GNG.14,FLA.GNG,AN_GNG_SAD_27,
720575940605177534,GNG.SPS.41,GNG.SPS,CB2580,
720575940605187970,IPS.62,IPS,CB3746,
720575940605188226,IB.VES.8,IB.VES,VES058,
720575940605188542,GNG.912,GNG,CB0607,
720575940605190078,AVLP.1005,AVLP,CB2633,
720575940605209521,AMMC.317,AMMC,JO-B,
720575940605214636,SAD.4,SAD,WV-WV-3,
720575940605218220,GNG.379,GNG,CB0200,
720575940605223601,GNG.3368,GNG,AN_GNG_177,
720575940605238188,AMMC.316,AMMC,JO-B,
720575940605238206,SPS.ME.15,SPS.ME,cM12,IB029
720575940605242242,LO.PVLP.850,LO.PVLP,LC16,
720575940605244704,GNG.4693,GNG,SA_DMT_ADMN_11,
720575940605248130,PVLP.AVLP.207,PVLP.AVLP,CB2396,
720575940605248898,PVLP.AVLP.227,PVLP.AVLP,AVLP469b,AVLP469
720575940605249154,PVLP.AVLP.90,PVLP.AVLP,CB0732,PVLP098
720575940605255042,ICL.183,ICL,CL086_c,
720575940605256649,PVLP.SPS.18,PVLP.SPS,PVLP128,
720575940605256894,AVLP.2593,AVLP,AN_AVLP_53,
720575940605269378,AVLP.2398,AVLP,CB1810,
720575940605274825,IPS.SPS.83,IPS.SPS,WED164b,WED164
720575940605277641,GNG.4226,GNG,BM_InOm,
720575940605277798,GNG.528,GNG,,
720575940605282406,GNG.1605,GNG,DNg12_e,
720575940605282505,GNG.4225,GNG,BM_InOm,
720575940605287358,GNG.3865,GNG,,
720575940605287881,PLP.556,PLP,CB1356,
720575940605291040,GNG.4224,GNG,BM_InOm,
720575940605291138,LO.PLP.460,LO.PLP,LC24,
720575940605291650,LO.PVLP.1442,LO.PVLP,LC12,
720575940605298121,SAD.171,SAD,CB0979,
720575940605298353,AVLP.1202,AVLP,CB1605,
720575940605299889,AVLP.1618,AVLP,CB2966,
720575940605300140,FLA.30,FLA,DNg26,
720575940605302974,SIP.ICL.2,SIP.ICL,CL037,aSP30
720575940605308082,AVLP.588,AVLP,SAD021_c,
720575940605318880,PVLP.242,PVLP,LC9,
720575940605341216,SLP.SCL.36,SLP.SCL,SLP285,
720575940605344945,SPS.IPS.64,SPS.IPS,CB3372,
720575940605345568,PVLP.AVLP.243,PVLP.AVLP,PVLP133,
720575940605353649,IPS.330,IPS,CB1474,
720575940605355721,IPS.241,IPS,WED100,
720575940605367473,AVLP.990,AVLP,CB1819,
720575940605368497,AVLP.SLP.3,AVLP.SLP,AVLP474,
720575940605386930,LO.PVLP.42,LO.PVLP,LC11,
720575940605395558,SMP.849,SMP,SMP278a,SMP278
720575940605398206,GNG.4692,GNG,BM_InOm,
720575940605404546,AVLP.2102,AVLP,CB1575,
720575940605411104,PLP.438,PLP,LHPV2f2,
720575940605411808,ICL.IPS.4,ICL.IPS,CL131,
720575940605419966,LO.AVLP.107,LO.AVLP,LC15,
720575940605421745,AVLP.SMP.35,AVLP.SMP,SMP572,
720575940605423806,LH.AVLP.49,LH.AVLP,CB2581,
720575940605424574,GNG.4691,GNG,BM_InOm,
720575940605426110,GNG.2939,GNG,BM_MaPa,
720575940605433022,GNG.4690,GNG,BM_InOm,
720575940605435010,PLP.LAL.33,PLP.LAL,WED145,
720575940605443017,PRW.235,PRW,CB1488,
720575940605444809,LO.PVLP.1034,LO.PVLP,LC12,
720575940605450342,GNG.IPS.82,GNG.IPS,DNge087,
720575940605465888,PLP.110,PLP,MTe45,hb-759632919
720575940605475774,AVLP.330,AVLP,CB2330,
720575940605487550,LO.LH.3,LO.LH,LC43,
720575940605488305,AVLP.1042,AVLP,CB1908,
720575940605494560,PLP.VES.7,PLP.VES,SAD043,
720575940605498302,SPS.AMMC.4,SPS.AMMC,CB1978,
720575940605513649,GNG.255,GNG,DNg90,
720575940605552818,SAD.WED.53,SAD.WED,,
720575940605558402,GNG.4223,GNG,BM_InOm,
720575940605582508,LO.589,LO,LC40,"LC40a, LC40b"
720575940605587558,ICL.87,ICL,CL090_e,
720575940605589378,PRW.SMP.38,PRW.SMP,CB2367,
720575940605598892,LO.PVLP.576,LO.PVLP,LC4,
720575940605601214,AVLP.SPS.1,AVLP.SPS,CL065,
720575940605604030,SLP.SMP.13,SLP.SMP,SMP159,
720575940605607392,PLP.9,PLP,PLP249,
720575940605611209,AVLP.2669,AVLP,CB2260,
720575940605622118,AMMC.315,AMMC,JO-B,
720575940605622658,GNG.4689,GNG,BM_InOm,
720575940605627424,AMMC.371,AMMC,JO-C,
720575940605633824,AVLP.1250,AVLP,CB3415,
720575940605639810,ICL.SMP.21,ICL.SMP,CL160,
720575940605648002,GNG.ICL.27,GNG.ICL,CL121,CL122
720575940605656521,GNG.3864,GNG,DNge015,
720575940605658033,GNG.869,GNG,DNge125,
720575940605662822,GNG.2798,GNG,AN_GNG_SAD_24,
720575940605667458,SAD.178,SAD,CB2440,
720575940605676210,WED.AVLP.27,WED.AVLP,CB2371,
720575940605681440,AVLP.GOR.8,AVLP.GOR,AVLP037,AVLP038
720575940605682790,GNG.1296,GNG,,
720575940605692704,GNG.4222,GNG,AN_GNG_175,
720575940605694240,GNG.1216,GNG,CB3004,
720575940605694752,GNG.AVLP.13,GNG.AVLP,AN_AVLP_GNG_9,
720575940605695665,GNG.2585,GNG,TPMN,
720575940605697824,GNG.1529,GNG,BM_Fr,
720575940605698080,GNG.PRW.13,GNG.PRW,CB2553,
720575940605699104,GNG.2026,GNG,,
720575940605702176,GNG.VES.16,GNG.VES,CB0531,
720575940605702944,AVLP.240,AVLP,DNpe040,CL320
720575940605703456,GNG.PRW.39,GNG.PRW,CB1974,
720575940605704550,PVLP.97,PVLP,PVLP028,
720575940605705406,LH.SLP.89,LH.SLP,CB2650,
720575940605707198,AVLP.700,AVLP,AN_AVLP_1,
720575940605707710,GNG.352,GNG,CB0525,
720575940605708478,SAD.GNG.9,SAD.GNG,AN_multi_75,
720575940605714878,GNG.597,GNG,DNge136,
720575940605720497,AVLP.PVLP.27,AVLP.PVLP,AVLP541a,AVLP541
720575940605725873,SLP.AL.2,SLP.AL,DNp44,
720575940605738114,LO.PVLP.435,LO.PVLP,LC17,
720575940605739721,GNG.1528,GNG,CB0363,
720575940605743648,FLA.VES.4,FLA.VES,CL210,
720575940605771948,GNG.IPS.125,GNG.IPS,CB1424,
720575940605780140,AVLP.PLP.1,AVLP.PLP,WED107,
720575940605797222,LO.SPS.97,LO.SPS,LC39,
720575940605799601,AVLP.745,AVLP,AVLP105,
